"TambonID","TambonThai","TambonEng","TambonThaiShort","TambonEngShort","DistrictID","DistrictThai","DistrictEng","DistrictThaiShort","DistrictEngShort","ProvinceID","ProvinceThai","ProvinceEng","Region","RegionOfFour","RegionTravel","Metropolis","PostalCodeRemark","PostCodeMajor","PostCodeMinor"
140306,"บางระกำ","Bang Rakam","บางระกำ","Bang Rakam","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140307,"บางพระครู","Bang Phra Khru","บางพระครู","Bang Phra Khru","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140308,"แม่ลา","Mae La","แม่ลา","Mae La","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140309,"หนองปลิง","Nong Pling","หนองปลิง","Nong Pling","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140310,"คลองสะแก","Khlong Sakae","คลองสะแก","Khlong Sakae","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140311,"สามไถ","Sam Thai","สามไถ","Sam Thai","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140312,"พระนอน","Phra Non","พระนอน","Phra Non","1403","อำเภอนครหลวง","Amphoe Nakhon Luang","นครหลวง","Nakhon Luang",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13260","13260"
140401,"บางไทร","Bang Sai","บางไทร","Bang Sai","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140402,"บางพลี","Bang Phli","บางพลี","Bang Phli","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140403,"สนามชัย","Sanam Chai","สนามชัย","Sanam Chai","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140404,"บ้านแป้ง","Ban Paeng","บ้านแป้ง","Ban Paeng","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140405,"หน้าไม้","Na Mai","หน้าไม้","Na Mai","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140406,"บางยี่โท","Bang Yi Tho","บางยี่โท","Bang Yi Tho","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140407,"แคออก","Khae Ok","แคออก","Khae Ok","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140408,"แคตก","Khae Tok","แคตก","Khae Tok","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140409,"ช่างเหล็ก","Chang Lek","ช่างเหล็ก","Chang Lek","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140410,"กระแชง","Krachaeng","กระแชง","Krachaeng","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140411,"บ้านกลึง","Ban Klueng","บ้านกลึง","Ban Klueng","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140412,"ช้างน้อย","Chang Noi","ช้างน้อย","Chang Noi","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140413,"ห่อหมก","Homok","ห่อหมก","Homok","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140414,"ไผ่พระ","Phai Phra","ไผ่พระ","Phai Phra","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140415,"กกแก้วบูรพา","Kok Kaeo Burapha","กกแก้วบูรพา","Kok Kaeo Burapha","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140416,"ไม้ตรา","Mai Tra","ไม้ตรา","Mai Tra","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140417,"บ้านม้า","Ban Ma","บ้านม้า","Ban Ma","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140418,"บ้านเกาะ","Ban Ko","บ้านเกาะ","Ban Ko","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140419,"ราชคราม","Ratchakhram","ราชคราม","Ratchakhram","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13290","13290"
140420,"ช้างใหญ่","Chang Yai","ช้างใหญ่","Chang Yai","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13290","13290"
140421,"โพแตง","Pho Taeng","โพแตง","Pho Taeng","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13290","13290"
140422,"เชียงรากน้อย","Chiang Rak Noi","เชียงรากน้อย","Chiang Rak Noi","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13290","13290"
140423,"โคกช้าง","Khok Chang","โคกช้าง","Khok Chang","1404","อำเภอบางไทร","Amphoe Bang Sai","บางไทร","Bang Sai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13190","13190"
140501,"บางบาล","Bang Ban","บางบาล","Bang Ban","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140502,"วัดยม","Wat Yom","วัดยม","Wat Yom","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140503,"ไทรน้อย","Sai Noi","ไทรน้อย","Sai Noi","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140504,"สะพานไทย","Saphan Thai","สะพานไทย","Saphan Thai","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140505,"มหาพราหมณ์","Maha Phram","มหาพราหมณ์","Maha Phram","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140506,"กบเจา","Kop Chao","กบเจา","Kop Chao","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140507,"บ้านคลัง","Ban Khlang","บ้านคลัง","Ban Khlang","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140508,"พระขาว","Phra Khao","พระขาว","Phra Khao","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140509,"น้ำเต้า","Nam Tao","น้ำเต้า","Nam Tao","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140510,"ทางช้าง","Thang Chang","ทางช้าง","Thang Chang","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140511,"วัดตะกู","Wat Taku","วัดตะกู","Wat Taku","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140512,"บางหลวง","Bang Luang","บางหลวง","Bang Luang","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140513,"บางหลวงโดด","Bang Luang Dot","บางหลวงโดด","Bang Luang Dot","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140514,"บางหัก","Bang Hak","บางหัก","Bang Hak","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140515,"บางชะนี","Bang Chani","บางชะนี","Bang Chani","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140516,"บ้านกุ่ม","Ban Kum","บ้านกุ่ม","Ban Kum","1405","อำเภอบางบาล","Amphoe Bang Ban","บางบาล","Bang Ban",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13250","13250"
140601,"บ้านเลน","Ban Len","บ้านเลน","Ban Len","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140602,"เชียงรากน้อย","Chiang Rak Noi","เชียงรากน้อย","Chiang Rak Noi","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13180","13180"
140603,"บ้านโพ","Ban Pho","บ้านโพ","Ban Pho","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140604,"บ้านกรด","Ban Krot","บ้านกรด","Ban Krot","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140605,"บางกระสั้น","Bang Krasan","บางกระสั้น","Bang Krasan","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140606,"คลองจิก","Khlong Chik","คลองจิก","Khlong Chik","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140607,"บ้านหว้า","Ban Wa","บ้านหว้า","Ban Wa","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140608,"วัดยม","Wat Yom","วัดยม","Wat Yom","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140609,"บางประแดง","Bang Pradaeng","บางประแดง","Bang Pradaeng","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140610,"สามเรือน","Sam Ruean","สามเรือน","Sam Ruean","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140611,"เกาะเกิด","Ko Koet","เกาะเกิด","Ko Koet","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140612,"บ้านพลับ","Ban Phlap","บ้านพลับ","Ban Phlap","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140613,"บ้านแป้ง","Ban Paeng","บ้านแป้ง","Ban Paeng","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140614,"คุ้งลาน","Khung Lan","คุ้งลาน","Khung Lan","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140615,"ตลิ่งชัน","Taling Chan","ตลิ่งชัน","Taling Chan","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140616,"บ้านสร้าง","Ban Sang","บ้านสร้าง","Ban Sang","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13170","13170"
140617,"ตลาดเกรียบ","Talat Kriap","ตลาดเกรียบ","Talat Kriap","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140618,"ขนอนหลวง","Khanon Luang","ขนอนหลวง","Khanon Luang","1406","อำเภอบางปะอิน","Amphoe Bang Pa-in","บางปะอิน","Bang Pa-in",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13160","13160"
140701,"บางปะหัน","Bang Pahan","บางปะหัน","Bang Pahan","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140702,"ขยาย","Khayai","ขยาย","Khayai","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140703,"บางเดื่อ","Bang Duea","บางเดื่อ","Bang Duea","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140704,"เสาธง","Sao Thong","เสาธง","Sao Thong","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140705,"ทางกลาง","Thang Klang","ทางกลาง","Thang Klang","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140706,"บางเพลิง","Bang Phloeng","บางเพลิง","Bang Phloeng","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140707,"หันสัง","Han Sang","หันสัง","Han Sang","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140708,"บางนางร้า","Bang Nang Ra","บางนางร้า","Bang Nang Ra","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140709,"ตานิม","Ta Nim","ตานิม","Ta Nim","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140710,"ทับน้ำ","Thap Nam","ทับน้ำ","Thap Nam","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140711,"บ้านม้า","Ban Ma","บ้านม้า","Ban Ma","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140712,"ขวัญเมือง","Khwan Mueang","ขวัญเมือง","Khwan Mueang","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140713,"บ้านลี่","Ban Li","บ้านลี่","Ban Li","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140714,"โพธิ์สามต้น","Pho Sam Ton","โพธิ์สามต้น","Pho Sam Ton","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140715,"พุทเลา","Phut Lao","พุทเลา","Phut Lao","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140716,"ตาลเอน","Tan En","ตาลเอน","Tan En","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140717,"บ้านขล้อ","Ban Khlo","บ้านขล้อ","Ban Khlo","1407","อำเภอบางปะหัน","Amphoe Bang Pahan","บางปะหัน","Bang Pahan",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13220","13220"
140801,"ผักไห่","Phak Hai","ผักไห่","Phak Hai","1408","อำเภอผักไห่","Amphoe Phak Hai","ผักไห่","Phak Hai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13120","13120"
140802,"อมฤต","Ammarit","อมฤต","Ammarit","1408","อำเภอผักไห่","Amphoe Phak Hai","ผักไห่","Phak Hai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13120","13120"
140803,"บ้านแค","Ban Khae","บ้านแค","Ban Khae","1408","อำเภอผักไห่","Amphoe Phak Hai","ผักไห่","Phak Hai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13120","13120"
140804,"ลาดน้ำเค็ม","Lat Nam Khem","ลาดน้ำเค็ม","Lat Nam Khem","1408","อำเภอผักไห่","Amphoe Phak Hai","ผักไห่","Phak Hai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13120","13120"
140805,"ตาลาน","Ta Lan","ตาลาน","Ta Lan","1408","อำเภอผักไห่","Amphoe Phak Hai","ผักไห่","Phak Hai",14,"พระนครศรีอยุธยา","Phra Nakhon Si Ayutthaya","ภาคกลาง","ภาคกลาง","ภาคกลาง","ต่างจังหวัด",,"13120","13120"
